uri,name,type,n_variable,n_words,n_words_unique,n_characters,avg_char_per_word,n_loop,n_ifthen,arg_name,arg_type,arg_value,line,docs,list_functions,n_functions
github/AuthenticatedUser.py:AuthenticatedUser:html_url,AuthenticatedUser:html_url,method,3,3,3,65,21.67,0,0,['self'],[None],[None],203,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:id,AuthenticatedUser:id,method,3,3,3,53,17.67,0,0,['self'],[None],[None],211,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:location,AuthenticatedUser:location,method,3,3,3,65,21.67,0,0,['self'],[None],[None],219,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:login,AuthenticatedUser:login,method,3,3,3,59,19.67,0,0,['self'],[None],[None],227,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:name,AuthenticatedUser:name,method,3,3,3,57,19.0,0,0,['self'],[None],[None],235,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:node_id,AuthenticatedUser:node_id,method,3,3,3,63,21.0,0,0,['self'],[None],[None],243,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:organizations_url,AuthenticatedUser:organizations_url,method,3,3,3,83,27.67,0,0,['self'],[None],[None],251,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:owned_private_repos,AuthenticatedUser:owned_private_repos,method,3,3,3,87,29.0,0,0,['self'],[None],[None],259,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:plan,AuthenticatedUser:plan,method,3,3,3,57,19.0,0,0,['self'],[None],[None],267,"['        """"""\n', '        :type: :class:`github.Plan.Plan`\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:private_gists,AuthenticatedUser:private_gists,method,3,3,3,75,25.0,0,0,['self'],[None],[None],275,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:public_gists,AuthenticatedUser:public_gists,method,3,3,3,73,24.33,0,0,['self'],[None],[None],283,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:public_repos,AuthenticatedUser:public_repos,method,3,3,3,73,24.33,0,0,['self'],[None],[None],291,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:received_events_url,AuthenticatedUser:received_events_url,method,3,3,3,87,29.0,0,0,['self'],[None],[None],299,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:repos_url,AuthenticatedUser:repos_url,method,3,3,3,67,22.33,0,0,['self'],[None],[None],307,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:site_admin,AuthenticatedUser:site_admin,method,3,3,3,69,23.0,0,0,['self'],[None],[None],315,"['        """"""\n', '        :type: bool\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:starred_url,AuthenticatedUser:starred_url,method,3,3,3,71,23.67,0,0,['self'],[None],[None],323,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:subscriptions_url,AuthenticatedUser:subscriptions_url,method,3,3,3,83,27.67,0,0,['self'],[None],[None],331,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:total_private_repos,AuthenticatedUser:total_private_repos,method,3,3,3,87,29.0,0,0,['self'],[None],[None],339,"['        """"""\n', '        :type: integer\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:type,AuthenticatedUser:type,method,3,3,3,57,19.0,0,0,['self'],[None],[None],347,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:updated_at,AuthenticatedUser:updated_at,method,3,3,3,69,23.0,0,0,['self'],[None],[None],355,"['        """"""\n', '        :type: datetime.datetime\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:url,AuthenticatedUser:url,method,3,3,3,55,18.33,0,0,['self'],[None],[None],363,"['        """"""\n', '        :type: string\n', '        """"""\n']",['self._completeIfNotSet'],1
github/AuthenticatedUser.py:AuthenticatedUser:add_to_emails,AuthenticatedUser:add_to_emails,method,5,18,18,189,10.5,0,0,"['self', '*emails']","[None, None]","[None, None]",370,"['        """"""\n', '        :calls: `POST /user/emails <http://docs.github.com/en/rest/reference/users#emails>`_\n', '        :param email: string\n', '        :rtype: None\n', '        """"""\n']",['all'],1
github/AuthenticatedUser.py:AuthenticatedUser:add_to_following,AuthenticatedUser:add_to_following,method,4,10,10,163,16.3,0,0,"['self', 'following']","[None, None]","[None, None]",382,"['        """"""\n', '        :calls: `PUT /user/following/{user} <http://docs.github.com/en/rest/reference/users#followers>`_\n', '        :param following: :class:`github.NamedUser.NamedUser`\n', '        :rtype: None\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:add_to_starred,AuthenticatedUser:add_to_starred,method,4,10,10,157,15.7,0,0,"['self', 'starred']","[None, None]","[None, None]",393,"['        """"""\n', '        :calls: `PUT /user/starred/{owner}/{repo} <http://docs.github.com/en/rest/reference/activity#starring>`_\n', '        :param starred: :class:`github.Repository.Repository`\n', '        :rtype: None\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:add_to_subscriptions,AuthenticatedUser:add_to_subscriptions,method,4,10,10,178,17.8,0,0,"['self', 'subscription']","[None, None]","[None, None]",404,"['        """"""\n', '        :calls: `PUT /user/subscriptions/{owner}/{repo} <http://docs.github.com/en/rest/reference/activity#watching>`_\n', '        :param subscription: :class:`github.Repository.Repository`\n', '        :rtype: None\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:add_to_watched,AuthenticatedUser:add_to_watched,method,4,12,12,192,16.0,0,0,"['self', 'watched']","[None, None]","[None, None]",415,"['        """"""\n', '        :calls: `PUT /repos/{owner}/{repo}/subscription <http://docs.github.com/en/rest/reference/activity#watching>`_\n', '        :param watched: :class:`github.Repository.Repository`\n', '        :rtype: None\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:create_authorization,AuthenticatedUser:create_authorization,method,22,134,70,1279,9.54,0,6,"['self', 'scopes', 'note', 'note_url', 'client_id', 'client_secret', 'onetime_password', '']","[None, None, None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'None', None]",428,"['        """"""\n', '        :calls: `POST /authorizations <https://docs.github.com/en/developers/apps/authorizing-oauth-apps>`_\n', '        :param scopes: list of string\n', '        :param note: string\n', '        :param note_url: string\n', '        :param client_id: string\n', '        :param client_secret: string\n', '        :param onetime_password: string\n', '        :rtype: :class:`github.Authorization.Authorization`\n', '        """"""\n']","['all', 'isinstance', 'dict']",3
github/AuthenticatedUser.py:AuthenticatedUser:create_fork,AuthenticatedUser:create_fork,method,6,17,16,244,14.35,0,0,"['self', 'repo']","[None, None]","[None, None]",490,"['        """"""\n', '        :calls: `POST /repos/{owner}/{repo}/forks <http://docs.github.com/en/rest/reference/repos#forks>`_\n', '        :param repo: :class:`github.Repository.Repository`\n', '        :rtype: :class:`github.Repository.Repository`\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:create_gist,AuthenticatedUser:create_gist,method,17,56,47,556,9.93,1,1,"['self', 'public', 'files', 'description']","[None, None, None, None]","[None, None, None, 'github.GithubObject.NotSet']",504,"['        """"""\n', '        :calls: `POST /gists <http://docs.github.com/en/rest/reference/gists>`_\n', '        :param public: bool\n', '        :param files: dict of string to :class:`github.InputFileContent.InputFileContent`\n', '        :param description: string\n', '        :rtype: :class:`github.Gist.Gist`\n', '        """"""\n']","['isinstance', 'all', 'files.values', 'files.items']",4
github/AuthenticatedUser.py:AuthenticatedUser:create_key,AuthenticatedUser:create_key,method,7,27,24,277,10.26,0,0,"['self', 'title', 'key']","[None, None, None]","[None, None, None]",530,"['        """"""\n', '        :calls: `POST /user/keys <http://docs.github.com/en/rest/reference/users#git-ssh-keys>`_\n', '        :param title: string\n', '        :param key: string\n', '        :rtype: :class:`github.UserKey.UserKey`\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:create_project,AuthenticatedUser:create_project,method,10,33,30,370,11.21,0,0,"['self', 'name', 'body']","[None, None, None]","[None, None, 'github.GithubObject.NotSet']",548,"['        """"""\n', '        :calls: `POST /user/projects <https://docs.github.com/en/rest/reference/projects#create-a-user-project>`_\n', '        :param name: string\n', '        :param body: string\n', '        :rtype: :class:`github.Project.Project`\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:create_repo,AuthenticatedUser:create_repo,method,24,261,88,2947,11.29,0,14,"['self', 'name', 'description', 'homepage', 'private', 'has_issues', 'has_wiki', 'has_downloads', 'has_projects', 'auto_init', 'license_template', 'gitignore_template', 'allow_squash_merge', 'allow_merge_commit', 'allow_rebase_merge', 'delete_branch_on_merge', '']","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]","[None, None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",569,"['        """"""\n', '        :calls: `POST /user/repos <http://docs.github.com/en/rest/reference/repos>`_\n', '        :param name: string\n', '        :param description: string\n', '        :param homepage: string\n', '        :param private: bool\n', '        :param has_issues: bool\n', '        :param has_wiki: bool\n', '        :param has_downloads: bool\n', '        :param has_projects: bool\n', '        :param auto_init: bool\n', '        :param license_template: string\n', '        :param gitignore_template: string\n', '        :param allow_squash_merge: bool\n', '        :param allow_merge_commit: bool\n', '        :param allow_rebase_merge: bool\n', '        :param delete_branch_on_merge: bool\n', '        :rtype: :class:`github.Repository.Repository`\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:edit,AuthenticatedUser:edit,method,16,121,50,1149,9.5,0,7,"['self', 'name', 'email', 'blog', 'company', 'location', 'hireable', 'bio', '']","[None, None, None, None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",687,"['        """"""\n', '        :calls: `PATCH /user <http://docs.github.com/en/rest/reference/users>`_\n', '        :param name: string\n', '        :param email: string\n', '        :param blog: string\n', '        :param company: string\n', '        :param location: string\n', '        :param hireable: bool\n', '        :param bio: string\n', '        :rtype: None\n', '        """"""\n']","['isinstance', 'dict', 'self._useAttributes']",3
github/AuthenticatedUser.py:AuthenticatedUser:get_authorization,AuthenticatedUser:get_authorization,method,8,26,22,344,13.23,0,0,"['self', 'id']","[None, None]","[None, None]",741,"['        """"""\n', '        :calls: `GET /authorizations/{id} <https://docs.github.com/en/developers/apps/authorizing-oauth-apps>`_\n', '        :param id: integer\n', '        :rtype: :class:`github.Authorization.Authorization`\n', '        """"""\n']","['isinstance', 'get_authorizations']",2
github/AuthenticatedUser.py:AuthenticatedUser:get_authorizations,AuthenticatedUser:get_authorizations,method,2,7,7,117,16.71,0,0,['self'],[None],[None],755,"['        """"""\n', '        :calls: `GET /authorizations <https://docs.github.com/en/developers/apps/authorizing-oauth-apps>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Authorization.Authorization`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_emails,AuthenticatedUser:get_emails,method,6,13,13,169,13.0,0,0,['self'],[None],[None],764,"['        """"""\n', '        :calls: `GET /user/emails <http://docs.github.com/en/rest/reference/users#emails>`_\n', '        :rtype: list of namedtuples with members email, primary, verified and visibility\n', '        """"""\n']",['namedtuple'],1
github/AuthenticatedUser.py:AuthenticatedUser:get_events,AuthenticatedUser:get_events,method,2,7,7,93,13.29,0,0,['self'],[None],[None],773,"['        """"""\n', '        :calls: `GET /events <http://docs.github.com/en/rest/reference/activity#events>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Event.Event`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_followers,AuthenticatedUser:get_followers,method,2,7,7,109,15.57,0,0,['self'],[None],[None],782,"['        """"""\n', '        :calls: `GET /user/followers <http://docs.github.com/en/rest/reference/users#followers>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.NamedUser.NamedUser`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_following,AuthenticatedUser:get_following,method,2,7,7,109,15.57,0,0,['self'],[None],[None],791,"['        """"""\n', '        :calls: `GET /user/following <http://docs.github.com/en/rest/reference/users#followers>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.NamedUser.NamedUser`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_gists,AuthenticatedUser:get_gists,method,9,26,24,308,11.85,0,1,"['self', 'since']","[None, None]","[None, 'github.GithubObject.NotSet']",800,"['        """"""\n', '        :calls: `GET /gists <http://docs.github.com/en/rest/reference/gists>`_\n', '        :param since: datetime.datetime format YYYY-MM-DDTHH:MM:SSZ\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Gist.Gist`\n', '        """"""\n']","['isinstance', 'dict', 'since.strftime']",3
github/AuthenticatedUser.py:AuthenticatedUser:get_issues,AuthenticatedUser:get_issues,method,18,113,54,1109,9.81,0,6,"['self', 'filter', 'state', 'labels', 'sort', 'direction', 'since', '']","[None, None, None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",816,"['        """"""\n', '        :calls: `GET /issues <http://docs.github.com/en/rest/reference/issues>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Issue.Issue`\n', '        :param filter: string\n', '        :param state: string\n', '        :param labels: list of :class:`github.Label.Label`\n', '        :param sort: string\n', '        :param direction: string\n', '        :param since: datetime.datetime\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Issue.Issue`\n', '        """"""\n']","['isinstance', 'all', 'dict', 'since.strftime']",4
github/AuthenticatedUser.py:AuthenticatedUser:get_user_issues,AuthenticatedUser:get_user_issues,method,18,113,54,1114,9.86,0,6,"['self', 'filter', 'state', 'labels', 'sort', 'direction', 'since', '']","[None, None, None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",865,"['        """"""\n', '        :calls: `GET /user/issues <http://docs.github.com/en/rest/reference/issues>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Issue.Issue`\n', '        :param filter: string\n', '        :param state: string\n', '        :param labels: list of :class:`github.Label.Label`\n', '        :param sort: string\n', '        :param direction: string\n', '        :param since: datetime.datetime\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Issue.Issue`\n', '        """"""\n']","['isinstance', 'all', 'dict', 'since.strftime']",4
github/AuthenticatedUser.py:AuthenticatedUser:get_key,AuthenticatedUser:get_key,method,8,22,20,296,13.45,0,0,"['self', 'id']","[None, None]","[None, None]",914,"['        """"""\n', '        :calls: `GET /user/keys/{id} <http://docs.github.com/en/rest/reference/users#git-ssh-keys>`_\n', '        :param id: integer\n', '        :rtype: :class:`github.UserKey.UserKey`\n', '        """"""\n']","['isinstance', 'get_keys']",2
github/AuthenticatedUser.py:AuthenticatedUser:get_keys,AuthenticatedUser:get_keys,method,2,7,7,100,14.29,0,0,['self'],[None],[None],924,"['        """"""\n', '        :calls: `GET /user/keys <http://docs.github.com/en/rest/reference/users#git-ssh-keys>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.UserKey.UserKey`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_notification,AuthenticatedUser:get_notification,method,7,24,22,373,15.54,0,0,"['self', 'id']","[None, None]","[None, None]",933,"['        """"""\n', '        :calls: `GET /notifications/threads/{id} <http://docs.github.com/en/rest/reference/activity#notifications>`_\n', '        :rtype: :class:`github.Notification.Notification`\n', '        """"""\n']","['isinstance', 'get_notifications']",2
github/AuthenticatedUser.py:AuthenticatedUser:get_notifications,AuthenticatedUser:get_notifications,method,15,75,39,794,10.59,0,4,"['self', 'all', 'participating', 'since', 'before', '']","[None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",947,"['        """"""\n', '        :calls: `GET /notifications <http://docs.github.com/en/rest/reference/activity#notifications>`_\n', '        :param all: bool\n', '        :param participating: bool\n', '        :param since: datetime.datetime\n', '        :param before: datetime.datetime\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Notification.Notification`\n', '        """"""\n']","['isinstance', 'dict', 'since.strftime', 'before.strftime']",4
github/AuthenticatedUser.py:AuthenticatedUser:get_organization_events,AuthenticatedUser:get_organization_events,method,3,11,11,193,17.55,0,0,"['self', 'org']","[None, None]","[None, None]",988,"['        """"""\n', '        :calls: `GET /users/{user}/events/orgs/{org} <http://docs.github.com/en/rest/reference/activity#events>`_\n', '        :param org: :class:`github.Organization.Organization`\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Event.Event`\n', '        """"""\n']",['isinstance'],1
github/AuthenticatedUser.py:AuthenticatedUser:get_orgs,AuthenticatedUser:get_orgs,method,2,7,7,110,15.71,0,0,['self'],[None],[None],1002,"['        """"""\n', '        :calls: `GET /user/orgs <http://docs.github.com/en/rest/reference/orgs>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Organization.Organization`\n', '        """"""\n']",[],0
github/AuthenticatedUser.py:AuthenticatedUser:get_repo,AuthenticatedUser:get_repo,method,7,25,23,404,16.16,0,0,"['self', 'name']","[None, None]","[None, None]",1011,"['        """"""\n', '        :calls: `GET /repos/{owner}/{repo} <http://docs.github.com/en/rest/reference/repos>`_\n', '        :param name: string\n', '        :rtype: :class:`github.Repository.Repository`\n', '        """"""\n']","['isinstance', 'get_repos']",2
github/AuthenticatedUser.py:AuthenticatedUser:get_repos,AuthenticatedUser:get_repos,method,12,90,40,918,10.2,0,5,"['self', 'visibility', 'affiliation', 'type', 'sort', 'direction', '']","[None, None, None, None, None, None, None]","[None, 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', 'github.GithubObject.NotSet', None]",1025,"['        """"""\n', '        :calls: `GET /user/repos <http://docs.github.com/en/rest/reference/repos>`\n', '        :param visibility: string\n', '        :param affiliation: string\n', '        :param type: string\n', '        :param sort: string\n', '        :param direction: string\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Repository.Repository`\n', '        """"""\n']","['isinstance', 'dict']",2
github/AuthenticatedUser.py:AuthenticatedUser:get_starred,AuthenticatedUser:get_starred,method,3,16,12,236,14.75,0,0,['self'],[None],[None],1068,"['        """"""\n', '        :calls: `GET /user/starred <http://docs.github.com/en/rest/reference/activity#starring>`_\n', '        :rtype: :class:`github.PaginatedList.PaginatedList` of :class:`github.Repository.Repository`\n', '        """"""\n']",['get_starred_gists'],1
